BARID,REGION,DSID,NPROJ,COST,PREPASS_CO,PREPASS_CH,PREPASS_ST,PREPASS_CT,PREPASS_CU,PREPASS_FISH,PREPASS_AgrInf,POSTPASS,sCO,sCH,sST,sCT,sCU,sAgri_Current,sRoadRail_Current,sInundHab_Current,sBuilding_Current,sPublicUse_Current,sAgri_Future,sRoadRail_Future,sInundHab_Future,sBuilding_Future,sPublicUse_Future,Coho_salmon,Chinook_salmon,Steelhead,Cutthroat_Trout,Chum,Agri_Current,RoadRail_Current,InundHab_Current,Building_Current,PublicUse_Current,Agri_Future,RoadRail_Future,InundHab_Future,Building_Future,PublicUse_Future,BarrierType,Name,PrimaryTG,DominantTG,Exclude_Reason,POINT_X,POINT_Y
13ts5,Umpqua,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.026231837,0.808984032,0.025761205,1,0.181818182,0.041594052,1,0.037004296,1,1,,,,0,,46.28075409,2.09161973,46.28075409,185,2,79.30814362,3.756926537,69.82176208,244,29,Tide gate,,1,0,,-124.1094732,43.70312885
14072fs5,Umpqua,5ts5,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Non-primary tide gate,-124.1123324,43.74168822
140ts2,Coos,48ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1910532,43.46071668
14158fs2,Coos,15622fs2,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.2280393,43.27066218
141ts2,Coos,48ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1893479,43.46003129
142ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0.005048851,0,0.0061563,0.019982254,0.00609294,0,0,0.005709106,0.013751682,0.005836587,0,0,,,,0.116182596,,10.8615427,0.051663909,10.9461441,,,10.88565731,0.051664058,11.01279736,,,Tide gate,,1,0,,-124.2043094,43.45794923
143ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.003227544,0.023310317,0.003256336,0,0,0.003178955,0.026493672,0.003302102,0,0,,,,0,,5.694347382,0.060268581,5.850101471,,,6.061371326,0.09953478,6.230589867,,,Tide gate,,1,0,,-124.2059184,43.45748047
144ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.003120102,0,0.004118992,0,0,0.00337603,0,0.004188619,0.004098361,0,,,,0,,5.504787445,,7.399888515,,,6.437139034,,7.903318405,1,,Tide gate,,1,0,,-124.2060637,43.45618138
145ts2,Coos,48ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1705383,43.45666213
146ts2,Coos,48ts2,1,1000000,0,0,0,0,0,0,0,1,0,0,0,0.011295971,0,0,0,0,0,0,0,0,0,0,0,,,,0.259939415,,,,,,,,,,,,Tide gate,,1,0,QA - Excluded from Coos 2019 with NPROJ=0,-124.1665376,43.45799666
14762fs5,Umpqua,1ts5,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Non-primary tide gate,-124.1336383,43.69189421
14766fs2,Coos,8917fs2,1,150000,0.400000006,0,0.100000001,0.100000001,0,0,0,1,0,0,0,0.030355785,0,0,0,0,0,0,0,0,0,0,0,,,,0.698537991,,,,,,,,,,,,Upstream,,0,0,,-124.2609849,43.27199404
147ts2,Coos,48ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1670882,43.45672942
148ts2,Coos,99ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.2058507,43.49371313
149ts2,Coos,99ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.2029612,43.49397546
14ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0.109816083,0,0,0.08518552,0,0.095710679,0,0.097586307,0,0,0.107462109,0,0.104985414,0,0,1.644623915,,,1.960262956,,168.8620758,,175.3166351,,,204.8999786,,198.0923157,,,Tide gate,Seestrom Creek,1,0,,-124.297129,43.14594066
14ts2,Coos,NA,1,150000,0,0,0,0,0,0,0,1,0.049241364,0,0.038617364,0.063415095,0,0.003322006,0.012073407,0.004923087,0,0,0.004874559,0.029561731,0.005718869,0,0,0.73744685,,0.448328583,1.459288644,,5.861005306,0.031215668,8.844468117,,,9.294411659,0.111061253,10.79068089,,,Tide gate,,1,0,,-124.1443188,43.30850989
14ts5,Umpqua,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012747328,0.352399858,0.012518625,0.345945946,1,0.015784538,0.263425697,0.015631387,0.282786885,0.620689655,,,,0,,22.49007416,0.911126137,22.49007416,64,11,30.09666824,0.989670992,29.49416924,69,18,Tide gate,,1,0,,-124.1145256,43.70061138
150ts2,Coos,99ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.201047,43.49451942
151ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002046095,0,0.002018047,0,0,0.002928705,0.047847803,0,0,0,,,,0,,3.609918833,,3.625480175,,,5.584216595,0.17976068,,,,Tide gate,,1,0,,-124.1206999,43.3767008
15201fs5,Umpqua,5ts5,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Non-primary tide gate,-124.1126234,43.74202222
15209fs5,Umpqua,1ts5,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Non-primary tide gate,-124.1312153,43.69287921
152ts2,Coos,NA,1,150000,0,0,0,0,0,0,0,1,0.053340029,0,0,0.058804212,0,0.072289161,0,0.072237923,0.010810811,0,0.067194587,0,0.06935487,0.008196721,0,0.798829135,,,1.353184416,,127.5395584,,129.7775269,2,,128.1211548,,130.8626251,2,,Tide gate,,1,0,,-124.1559554,43.36210019
153ts2,Coos,NA,1,600000,0,0,0,0,0,0,0,1,0,0.118889124,0,0.044488965,0,0.029860986,0,0.029964034,0,0,0.049283205,0.141823244,0.141848925,0.12704918,0.068965517,,0.855800877,,1.023766365,,52.68365097,,53.83125687,,,93.9691925,0.53281951,267.6484375,31,2,Tide gate,,1,0,,-124.2317174,43.40169788
154ts2,Coos,NA,1,200000,0,0,0,0,0,0,0,1,0.013551999,0.013042992,0.067474234,0.042953948,0,0.007976627,0.010464874,0.007833517,0,0,0.010572084,0.034383684,0.00876038,0.004098361,0,0.202956986,0.093887512,0.783342643,0.988443038,,14.07314014,0.027056823,14.07314014,,,20.15798759,0.129176974,16.52957153,1,,Tide gate,,1,0,,-124.1523909,43.28278679
155ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006617198,0,0.006745921,0,0,0.006523387,0.046443988,0.006745605,0.004098361,0,,,,0,,11.67470264,,12.11924267,,,12.43826199,0.174486652,12.72798252,1,,Tide gate,,1,0,,-124.1505835,43.28453583
15621fs2,Coos,13743fs2,1,150000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.2284373,43.26954018
15622fs2,Coos,NA,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.2278693,43.27065918
15637fs1,Coquille,10Ats1,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,Foster Dairy,0,0,,-124.2604853,43.18084389
156ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.017816092,0,0.012861412,0,0.012774916,0,0,0.012333376,0.021962139,0.012439809,0,0,,,,0.409978425,,22.69135284,,22.95050812,,,23.51627541,0.082510144,23.4721241,,,Tide gate,,1,0,,-124.1486562,43.28825807
157ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0.002921101,0.065736236,0.003768213,0.033311538,0,0.003595804,0.025461329,0.003539242,0.005405405,0,0.005675352,0.019770349,0.005348774,0.004098361,0,0.043746898,0.473189867,0.043747093,0.766554864,,6.344067097,0.06583,6.358350754,1,,10.82129765,0.074275747,10.09236431,1,,Tide gate,,1,0,,-124.1481755,43.28843019
158ts2,Coos,157ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005818355,0,0.005713967,0,0,0.005389448,0,0.005446182,0,0,,,,0,,10.26530743,,10.26530743,,,10.27615929,,10.27615929,,,Tide gate,,1,0,Non-primary,-124.1471975,43.28838759
15926fs2,Coos,8917fs2,1,300000,0.400000006,0.400000006,0.400000006,0.400000006,0,0,0,1,0.056509161,0.007414123,0.060722509,0.103016177,0,0,0,0,0,0,0,0,0,0,0,0.846290581,0.053369161,0.704958437,2.370576555,,,,,,,,,,,,Upstream,,0,0,,-124.2607026,43.2717186
15938fs1,Coquille,12Dts1,0,75000,1,1,1,1,0,0,0,1,0.134597991,0,0.186465235,0.230392964,0,0,0,0,0,0,0,0,0,0,0,2.01576189,,2.164769586,5.301731966,,,,,,,,,,,,Upstream,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2360949,43.20078768
159ts2,Coos,NA,1,300000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,1,1,,-124.166296,43.37026599
15ts1,Coquille,NA,1,550000,0,0,0,0,0,0,0,1,0.042667023,0,0.037257723,0.027767991,0,0.02430927,0,0.024545268,0,0,0.026556195,0.008225806,0.027099927,0,0,0.638988431,,0.432543823,0.63898846,,42.88877487,,44.09628677,,,50.63518524,0.030903747,51.13364792,,,Tide gate,Alder Creek,1,0,,-124.2902128,43.13570577
15ts2,Coos,NA,1,450000,0,0,0,0,0,0,0,1,0.190085184,0,0.276705447,0.242602079,0,0.043863598,0.008820188,0.043790263,0,0,0.050014278,0.017897456,0.04701731,0,0,2.846747308,,3.212414032,5.582684363,,77.3884201,0.022804502,78.67047882,,,95.36314392,0.067239426,88.71487427,,,Tide gate,,1,0,,-124.1443991,43.30783396
15ts5,Umpqua,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00294646,0,0.002893597,0.005405405,0,0.00313858,0,0.003109148,0.004098361,0.034482759,,,,0,,5.198431492,,5.198431492,1,,5.984388351,,5.866512775,1,1,Tide gate,,1,0,,-124.1144,43.69678333
16092fs1,Coquille,14ts1,1,75000,1,1,1,1,0,0,0,1,0.000965259,0,0,0.012212129,0,0,0,0,0,0,0,0,0,0,0,0.014455885,,,0.281021758,,,,,,,,,,,,Upstream,Seestrom Creek,0,0,,-124.2916764,43.14433693
160ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00592141,0,0.006098919,0,0,0.005681153,0,0.005999954,0,0,,,,0,,10.44712734,,10.95688438,,,10.83235931,,11.32104588,,,Tide gate,,1,0,,-124.1494316,43.28608495
16186fs5,Umpqua,5ts5,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Non-primary tide gate,-124.1128114,43.74224722
161ts2,Coos,NA,1,300000,0,0,0,0,0,0,0,1,0.178540218,0,0.230315353,0.199213814,0,0.112020668,0.267194955,0.110169223,0.12972973,0,0.109465499,0.203997752,0.108520387,0.106557377,0,2.673847985,,2.673847875,4.584246966,,197.6377411,0.690829754,197.9222107,24,,208.7198792,0.766404569,204.7622986,26,,Tide gate,,1,0,,-124.1490682,43.36373939
16385fs1,Coquille,61Bts1,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,Beaver Slough,0,0,,-124.2300536,43.2406355
16894fs2,Coos,119ts2,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.1994623,43.33413319
16ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0.041924216,0,0,0.018844204,0,0.010692863,0,0.010507376,0,0,0.017144451,0,0.015214135,0,0,0.627864033,,,0.433637031,,18.86538696,,18.87680626,,,32.68964005,,28.70687485,,,Tide gate,Cochran Project,1,0,,-124.2902527,43.13453179
16ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.61E-06,0,0,0,0.024389706,0.000290717,0,0,,,,0,,,,0.010080142,,,,0.091630332,0.548540592,,,Tide gate,,1,0,,-124.1472794,43.30606163
16ts5,Umpqua,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,5.15E-05,0.01791801,0.002441355,0.016216216,0,0.004943381,0.198078246,0.004656734,0.37295082,0,,,,0,,0.090817615,0.046326827,4.385965347,3,,9.425636292,0.744165421,8.7865839,91,,Tide gate,,1,0,,-124.098962,43.69556905
17241fs2,Coos,120ts2,1,150000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.2012083,43.32963819
17243fs2,Coos,8917fs2,1,150000,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0,0,0,0.020093751,0,0,0,0,0,0,0,0,0,0,0,,,,0.462391216,,,,,,,,,,,,Upstream,,0,0,,-124.2633773,43.26631018
17584fs1,Coquille,10245fs1,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,Sevenmile Creek,0,0,,-124.3467966,43.19292248
17ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2859915,43.13226694
17ts2,Coos,NA,1,150000,0,0,0,0,0,0,0,1,0,0,0,0.03537719,0,0.00875941,0,0.009913427,0,0,0.009328981,0.00395447,0.010586239,0,0,,,,0.814089,,15.45420265,,17.80975914,,,17.7877388,0.014856655,19.97470474,,,Tide gate,,1,0,,-124.1500416,43.29471818
17ts5,Umpqua,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000310966,0,0.001342317,0,0,0.000654255,0,0.001558591,0,0,,,,0,,0.548635721,,2.41151166,,,1.247479439,,2.940836906,,,Tide gate,,1,0,,-124.1019506,43.70620202
18177fs2,Coos,29011fs2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06918834,0,0,0,0,0,0,0,0,0,0,0,,,,1.592140779,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.2413635,43.37984602
18269fs2,Coos,29011fs2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.248946979,0,0,0,0,0,0,0,0,0,0,0,,,,5.728691259,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.2550444,43.36851088
18863fs2,Coos,3987fs2,0,0,0,0,0,0.100000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.194031,43.28743574
18ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0.032410047,0,0,0.050295182,0,0.060053863,0,0.059000379,0,0,0.066749752,0.004441532,0.06435478,0,0,0.485378244,,,1.157377255,,105.952858,,105.9958954,,,127.2729797,0.016686508,121.4281769,,,Tide gate,Cochran Property,1,0,,-124.2910377,43.12416237
18ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004609926,0,0.005396834,0,0,0.004265589,0.026040306,0.005279827,0,0,,,,0,,8.133278847,,9.695569038,,,8.133276939,0.097831517,9.96227169,,,Tide gate,,1,0,,-124.1546437,43.31194229
18ts5,Umpqua,NA,1,150000,0,0,0,0,0,0,0,1,0,0,0,0.056294862,0,0.004830239,0,0.013791584,0,0,0.004627345,0,0.015111381,0,0,,,,1.295440043,,8.521977425,,24.77698135,,,8.82304287,,28.51299286,,,Tide gate,,1,0,,-124.1150738,43.69477486
19ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0.023021703,0,0,0.015991014,0,0.033227639,0,0.033891703,0,0,0.042989121,0,0.041677465,0,0,0.344776853,,,0.367980298,,58.62342834,,60.88742828,,,81.96814728,,78.63935852,,,Tide gate, ,1,0,,-124.2924582,43.12148639
19ts2,Coos,NA,1,150000,0,0,0,0,0,0,0,1,0,0,0.039628148,0.037164168,0,0.00303387,0,0.003315187,0,0,0.005260952,0,0.004646852,0,0,,,0.460063289,0.855210389,,5.352648735,,5.955830574,,,10.03115463,,8.767938614,,,Tide gate,,1,0,,-124.1547155,43.30338887
19ts5,Umpqua,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000224468,0,0.000220441,0,0,0.004612065,0.129852035,0.003846013,0.086065574,0.034482759,,,,0,,0.396028548,,0.396028548,,,8.793910027,0.487844557,7.256870747,21,1,Tide gate,,1,0,,-124.1093333,43.6983
1ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0.031831516,0,0,0.049078554,0,0.07442821,0,0.073092877,0.156756757,0,0.069103986,0,0.069806281,0.118852459,0,0.476714072,,,1.129380575,,131.3134766,,131.3134766,29,,131.7618408,,131.7143707,29,,Tide gate,,1,0,,-124.1747346,43.36178448
1ts5,Umpqua,NA,1,300000,0,0,0,0,0,0,0,1,0.067569278,0.001688994,0.152561907,0.192038827,0,0.151061653,0.633621499,0.18534528,0.032432432,0,0.159476136,0.580192835,0.192826368,0.036885246,0,1.011928734,0.012157906,1.771168634,4.419138368,,266.5176392,1.638221741,332.9781799,6,,304.0760803,2.179741859,363.8355103,9,,Tide gate,Providence Creek,1,0,,-124.1291833,43.72011667
20ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0,0,0,0.03511898,0,0.020271252,0.030673267,0.020697697,0.005405405,0,0.027494211,0.029063947,0.026575551,0.004098361,0,,,,0.80814715,,35.76451111,0.07930541,37.18401337,1,,52.4237175,0.109191112,50.14422607,1,,Tide gate, ,1,0,,-124.3049351,43.11263776
20ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.158713,43.31752403
20ts5,Umpqua,NA,1,150000,0,0,0,0,0,0,0,1,0,0,0,0.036838215,0,0.025614295,0.023417881,0.025740365,0,0,0.025121707,0.017660484,0.025857892,0,0,,,,0.847709655,,45.19122696,0.060546685,46.24331284,,,47.9000206,0.066349141,48.79010773,,,Tide gate,Decker Point,1,0,,-124.1116167,43.69471667
21ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0.01719809,0,0,0.018577461,0,0.044262327,0,0.044080047,0.005405405,0,0.038981101,0,0.035294683,0,0,0.257561459,,,0.427498814,,78.09189606,,79.19108582,1,,74.32598114,,66.59597015,,,Tide gate,(Restored),1,0,Restored,-124.3174009,43.11463441
21ts2,Coos,NA,1,200000,0,0,0,0,0,0,0,1,0,0,0.043300212,0.029314651,0,0.016200869,0.043765758,0.018153077,0.010810811,0,0.018421033,0.137197963,0.021184435,0.012295082,0,,,0.502694145,0.674579727,,28.58314705,0.113155909,32.61252975,2,,35.12372208,0.515442669,39.9719696,3,,Tide gate,,1,0,,-124.1587305,43.31833919
22ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0.054666471,0,0,0.039716414,0,0.037239817,0,0.037002309,0,0,0.037406188,0,0.036972866,0.008196721,0,0.818694152,,,0.913941885,,65.70210266,,66.47572327,,,71.32306671,,69.7624588,2,,Tide gate,,1,0,,-124.3184429,43.12539158
22ts2,Coos,NA,1,600000,0.400000006,0.400000006,0.400000006,0.400000006,0,0,0,1,0.352072094,0.14836447,0.48547732,0.486564166,0,0.061906984,0.269022362,0.064049712,0.07027027,0,0.069580272,0.29973644,0.069968738,0.110655738,0.034482759,5.272690201,1.06797358,5.636152705,11.19666481,,109.2223129,0.695554495,115.0671692,13,,132.6699829,1.126087785,132.0209045,27,1,Tide gate,Noble Creek,1,1,,-124.2155904,43.2562194
23838fs2,Coos,106ts2,1,75000,0,0,0,0,0,0,0,1,0,0,0,0.000445194,0,0,0,0,0,0,0,0,0,0,0,,,,0.01024467,,,,,,,,,,,,Upstream,,0,0,,-124.0974177,43.36878623
23901fs1,Coquille,61Bts1,1,75000,0,0,0,0,0,0,0,1,0,0,0,0.001224313,0,0,0,0,0,0,0,0,0,0,0,,,,0.028173507,,,,,,,,,,,,Upstream,Beaver Slough,0,0,,-124.2184587,43.22369573
23976fs2,Coos,3892fs2,1,300000,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0.085488958,0,0.092696882,0.108327039,0,0,0,0,0,0,0,0,0,0,0,1.280296852,,1.076165167,2.492788472,,,,,,,,,,,,Upstream,,0,0,,-124.1169195,43.41497129
23ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0,0,0.061643647,0.052773671,0,0.050298532,0,0.054157501,0.005405405,0,0.047785226,0,0.052288501,0.004098361,0,,,0.715652397,1.214411463,,88.74155426,,97.2955246,1,,91.11296844,,98.66085052,1,,Tide gate,Hamdock Creek,1,0,,-124.3365361,43.13540226
23ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.2157031,43.25616292
